H_neurons_1	H_neurons_2	H_neurons_3	NR_neurons_1	NR_neurons_2	NR_neurons_3
ABCC5	42.1548317387426	35.1356551417582	74.6885297499315	50.7541480292738	63.0310185744204	74.4109692170905
ABCC6	1.17096754829841	1.73693210446545	2.45327287499775	0.748218398465953	2.31499567385183	2.01110727613758
ABCC6P1	0.493038967704592	0.942905999566958	0.63603370833275	0.561163798849465	1.47317906517844	0.554788214106919
ABCC8	2.21867535467066	8.53578062765878	9.2679197499915	3.49168585950778	6.52407871721881	5.47853361430582
ABCC9	9.61425987023954	9.77644641656267	1.54465329166525	14.0290949712366	12.679862668143	10.8877187018483
ABCD1	12.6341235474302	3.72199736671168	9.086195833325	7.48218398465953	10.5227076084174	13.0375230315126
ABCD2	2.58845458044911	2.03469189380238	4.27051204166275	5.17517725605617	17.5729217060571	19.9723757078491
ABCD3	124.184189990594	117.366983630308	107.671420624901	141.662683442887	106.910709301521	117.407055810377
ABCD4	65.7590723175999	41.5871172440585	63.239922999942	45.0178069743682	51.92956204754	58.5301565882799
ABCE1	116.726975604062	182.377870968872	163.914972833183	179.385361032212	63.8728351830938	55.8255640445087
ABCF1	100.210170185958	52.7034827126373	95.7685040832455	109.551643842057	79.9199642859304	90.9159185867713
ABCF2	81.659579026073	38.3117595613522	85.5011027915883	95.896658070053	65.5038548623985	71.4983310930292
ABCF3	56.0215527054342	21.7860912531523	57.2430337499475	50.1306326972188	48.0887737704677	52.1500921260504
ABCG1	21.3855652241867	10.0742062058996	46.4304607082908	23.9429887509105	26.7276773253803	39.3206146748279
ABCG4	5.05364941897207	7.04698168097411	11.0851589166565	3.67874045912427	18.5199653908147	12.6214318709324
ABHD10	123.321371797111	126.845670257534	88.0452376249193	118.280858490826	64.0832893352622	55.4788214106919
ABHD11	13.9899807086178	12.108898099702	28.6215168749738	10.8491667777563	7.7868036302289	7.76703499749686
ABHD12	54.5424358023205	34.738642089309	46.2487367916243	40.2790904507505	64.7672653298093	58.2527624812265
ABHD13	28.1032211591617	58.658678499376	39.4340899166305	38.5332475209966	20.9401881407507	18.4467081190551
ABHD14A	14.8527989021008	17.9152139917722	13.3567078749878	7.48218398465953	14.3634958854898	13.869705352673
ABHD14B	15.9005067084731	20.8928118851415	33.6189245833025	10.9738698441673	3.73556120098819	3.46742633816824
ABHD15	9.86077935409184	4.16863705071708	12.5389502499885	4.55166192400121	6.36623810309255	5.68657919459592
ABHD16A	43.1409096741518	30.6692583017042	48.9745955416218	35.7897800599547	42.7221928901748	53.1903200275009
ABHD17A	18.7971106437376	12.6547910468197	16.355152499985	17.2090231647169	20.2035986081615	19.4175874937422
ABHD17B	30.9381952234631	28.7338196710141	24.8053146249773	30.4275482042821	44.5636667216478	38.211038246614
ABHD17C	28.5962601268663	14.7887362037344	22.4429037083128	25.9382378134864	46.510367629205	53.8838052951345
ABHD2	154.259567020574	94.9357461669258	375.350749874656	165.356266060976	310.156806758104	343.344556005419
ABHD3	10.3538183217964	5.7070626289579	9.72222954165776	8.66686311556395	10.4700940703753	8.39117173836715
ABHD4	91.643618122091	22.2823575687139	34.164096333302	32.2357426672415	83.8659796390869	82.871489482221
ABHD5	31.4928640621308	30.1233653545865	22.7154895833125	27.7464322764457	25.938474254749	19.9030271810857
ABHD6	39.7512667711827	48.3859657672518	52.7907977916183	19.5160298933203	52.6661515801292	45.1458909229505
ABHD8	25.2066172238973	14.6894829406221	26.6225537916423	14.3408526372641	51.5612672812454	39.6673573086447
ABI1	58.7948968987726	66.3508063905801	52.6090738749518	65.0326491333324	72.9223637263328	61.581491765868
ABI2	254.284847593643	284.162092290547	215.161117333136	294.236885196736	479.677626329709	429.822168879335
ABI3BP	1.04770780637226	0.148879894668467	0.363447833333	4.05284965835724	1.10488429888383	0.624136740870284
ABL1	180.63715179277	79.7499969107422	171.36565341651	176.080729772321	154.105052925273	191.748676500704
ABL2	36.1767342553244	49.1799918721503	73.779910166599	65.8432190650039	98.6503838289134	104.716275412681
ABLIM1	163.565677535998	251.110755674148	409.696570124624	206.13416877737	251.545325379219	261.374597371122
ABLIM2	7.82699361231039	9.67719315345036	5.6334414166615	9.91389377967387	24.5179087276126	15.4647214682304
ABLIM3	15.7772469665469	18.0144672548845	1.9989630833315	36.9744591908592	46.0894593248683	20.5965124487194
ABR	360.349855521094	184.908829178236	388.88918166631	360.204807328151	348.932984295122	266.506388351611
ABRACL	11.2782663862425	33.8949893528543	19.1718732083158	19.2666237604983	17.5729217060571	18.1693140120016
ABT1	22.5565327724851	21.8853445162647	30.4387560416388	21.6983335555126	15.3105395702474	17.8225713781848
ABTB1	7.95025335423654	7.59287462809182	11.4486067499895	2.74346746104183	7.15544117372385	7.07354972986322
ABTB2	22.8646821273004	11.7118850472527	12.5389502499885	17.1466716315114	16.0471291028366	12.3440377638789
ACAA1	59.5344553503295	19.2055064122322	41.9782247499615	46.763649904122	68.2923723786291	55.8255640445087
ACAA2	58.2402280601049	75.879119649362	49.6106292499545	56.8022467502069	24.8862034939072	27.1152739644757
ACACA	140.824255150624	121.783753838806	134.839146166543	198.963742458738	196.722018739364	223.926392918905
ACACB	22.1251236757436	13.5976970463867	28.8032407916403	14.3408526372641	18.6251924668988	21.7754374036966
ACAD10	35.1906563199152	17.220441149986	33.073752833303	35.0415616614888	24.4126816515284	28.7796386067964
ACAD11	2.15704548370759	2.63021147247625	1.9989630833315	2.24465519539786	2.94635813035688	2.98198665082469
ACAD8	43.1409096741518	20.1980390433554	36.8899550832995	42.0249333805044	41.669922129333	42.9960865932862
ACAD9	44.4351369643763	31.1158979857096	42.4325345416278	41.9002303140934	32.7782342002203	35.2984001225527
ACADL	0.61629870963074	2.82871799870087	0.63603370833275	0.249406132821984	1.47317906517844	1.73371316908412
ACADM	91.5203583801649	114.439012368495	78.9590417915943	74.1983245145403	35.9350464827455	37.9336441395606
ACADS	7.14906503171658	6.64996862852486	9.35878170832475	7.79394165068701	8.62862023890229	7.35094383691668
ACADSB	49.981825351053	48.3363391356956	57.061309833281	63.0374000707565	43.7218501129744	38.1416897198507
ACADVL	266.302672431443	129.674388256235	287.032926374737	189.735715544325	158.998111963187	171.706952266091
ACAP1	2.58845458044911	2.28282505158316	1.72637720833175	1.05997606449343	1.26272491301009	0.693485267633649
ACAP2	53.4330981249851	96.7223049029474	94.0421268749138	64.3467822680719	62.8205644222521	51.6646524387068
ACAP3	79.5641634133285	37.616986719566	94.0421268749138	84.6110305598582	160.786972256618	174.064802176046
ACAT1	87.3295271546758	114.141252579158	61.5135457916103	52.7493970918497	47.3521842378784	46.3941644046911
ACAT2	122.643443216517	124.810978363732	58.6059631249463	91.9685114781067	110.435816350341	124.133862906423
ACBD3	53.0633188992067	105.406965425275	100.402463958241	66.4667343970588	49.1410445313094	44.0363144947367
ACBD4	17.1947339986976	7.98988768054106	9.90395345832425	6.17280178734411	11.4171377551329	10.5409760680315
ACBD5	57.3774098666219	66.0034199696871	53.8811412916173	67.9631711939907	81.2353027369826	63.5232505152422
ACBD6	50.2283448349053	64.8123808123393	52.5182119166185	52.5623424922332	42.3012845858381	40.0140999424615
ACBD7	21.5088249661128	17.3196944130983	5.72430337499475	17.2090231647169	19.1513278473197	26.9765769109489
ACCS	0	0.248133157780778	10.2674012916573	4.17755272476824	0.105227076084174	0.208045580290095
ACD	27.486922449531	15.5827623086329	23.987556999978	20.7007090242247	31.3576686730839	27.0459254377123
ACE	5.36179877378744	4.66490336627863	6.542060999994	0.997624531287937	2.99897166839897	2.01110727613758
ACER2	1.29422729022455	3.87087726138014	6.45119904166075	3.42933432630228	3.84078827707236	3.81416897198507
ACER3	43.5723187708933	46.2023939787809	38.162022499965	51.4400148945343	59.2954573734322	49.1681054752257
ACHE	28.8427796107186	16.9226813606491	8.99533387499175	34.2933432630228	27.2011991677591	15.6034185217571
ACIN1	218.662782176986	113.396853105816	176.272199166505	162.675150133139	169.047297729226	200.001151185544
ACKR1	29.7055978042017	4.31751694538554	8.45016212499225	13.5926342387981	24.8862034939072	29.4037753476667
ACKR2	0.493038967704592	0.148879894668467	0.27258587499975	0.249406132821984	0.36829476629461	0.13869705352673
ACKR3	9.79914948312876	9.6275665218942	7.17809470832675	12.0961974418662	11.1014565268804	5.61723066783255
ACLY	347.284322876922	325.848462797718	388.253147957977	562.286126447163	454.212673917338	472.332815785278
ACN9	17.1331041277346	35.1356551417582	24.351004833311	22.9453642196226	7.68157655414472	5.68657919459592
ACO1	66.4986307691568	43.3240493485239	67.8738828749378	61.3539086742081	49.2462716073936	49.8615907428593
ACO2	191.545638953234	84.3156470139085	123.481401374887	169.284412652922	143.319277626645	160.403142403663
ACOT1	3.75942212874751	2.33245168313932	3.72534029166325	3.80344352553526	3.73556120098819	10.5409760680315
ACOT11	1.17096754829841	0.595519578673868	2.907582666664	2.36935826180885	1.15749783692592	1.59501611555739
ACOT13	35.4371758037675	43.8699422956416	26.2591059583093	34.9792101282833	21.150642292919	20.527163921956
ACOT2	3.88268187067366	1.63767884135314	2.180686999998	2.99287359386381	4.84044549987202	10.4716275412681
ACOT7	89.3633128964573	82.0824485938815	50.0649390416208	87.728607220133	112.119449567688	112.413961883414
ACOT8	14.8527989021008	10.1734594690119	11.630330666656	10.9115183109618	16.4154238691312	15.3260244147036
ACOT9	25.3915068367865	19.75139935935	64.2394045416078	22.8830126864171	11.5749783692592	16.5742978964442
ACOX1	78.2699361231039	56.1277202900121	79.5042135415938	99.3259923963552	120.064093812043	120.805133621782
ACOX2	9.86077935409184	4.91303652405941	10.8125730416568	6.04809872093312	4.26169658140906	4.50765423961872
ACOX3	17.6877729664022	8.33727410143415	14.2653274583203	22.4465519539786	28.8848323851058	24.133287313651
ACP1	130.039027732086	175.231636024786	155.101362874858	129.566486001021	67.029647465619	76.4220764932281
ACP2	58.7332670278095	16.9723079922052	47.0664944166235	40.4037935171615	50.1407017541091	51.7340009654702
ACP5	0.061629870963074	1.09178589423543	0.09086195833325	0.748218398465953	0.0526135380420871	0
ACP6	20.2762275468513	15.9797753610821	24.6235907083108	12.9067673735377	14.5739500376581	16.0195096823373
ACRBP	0.677928580593814	3.77162399826783	3.0893065833305	0.685866865260457	0.683975994547133	0.693485267633649
ACRC	12.7573832893563	2.43170494625163	1.817239166665	5.73634105490564	4.26169658140906	4.02221455227516
ACSBG1	0.677928580593814	0.248133157780778	0.1817239166665	1.68349139654839	0.947043684757569	2.21915285642768
ACSF2	24.0972795465619	12.1585247312581	22.0794558749798	24.1923948837325	11.9958866735959	13.3842656653294
ACSF3	18.8587405147006	7.94026104898491	24.8961765833105	23.381824952061	17.7307623201834	18.238662538765
ACSL1	38.3954096099951	57.6165192366967	57.6064815832805	52.4376394258222	50.088088216067	52.9822744472108
ACSL3	113.768741797835	220.242990846219	145.015685499867	161.615174068646	159.997769185987	179.890078424168
ACSL4	101.812546830998	308.776901542401	188.902011374827	176.579542037965	170.836158022657	108.391747331139
ACSL6	118.267722378139	11.4141252579158	2.45327287499775	16.086695567018	69.8707785198917	53.8838052951345
ACSM1	0.431409096741518	1.88581199913392	2.544134833331	0.0623515332054961	0.210454152168349	0.208045580290095
ACSM3	0.061629870963074	2.08431852535854	0.81775762499925	0.498812265643969	0.0526135380420871	0.208045580290095
ACSS1	5.60831825763973	5.55818273428944	4.27051204166275	0.31175766602748	2.94635813035688	3.7448204452217
ACSS2	38.0256303842166	28.1383000923403	35.254439833301	30.1157905382546	34.4618674175671	31.4148826238043
ACSS3	22.1251236757436	41.7856237702831	32.1651332499705	11.7844397758388	5.05089965204037	8.66856584542061
ACTA1	19.1052599985529	11.8607649419212	26.168243999976	321.796262873565	28.0430157764325	26.2830916433153
ACTA2	136.017125215504	117.515863524977	276.583801166413	166.104484459442	32.6730071241361	31.4842311505676
ACTB	2682.00872457105	1442.39804617966	3120.83568287214	2515.32320104292	3711.25374641274	3461.73975897365
ACTC1	1.10933767733533	0.744399473342335	1.54465329166525	279.833681026266	0	0.13869705352673
ACTG1	3064.66859338078	2263.07365222381	3752.50801720489	3181.98579407608	3021.43764914294	3459.10451495664
ACTG1P20	67.1149294787876	36.2274410359936	88.4995474165855	72.3901300515809	68.9763483731763	78.5718808228924
ACTG1P4	1.17096754829841	1.58805220979698	1.36292937499875	1.5587883301374	4.05124242924071	3.46742633816824
ACTG2	15.5307274826946	2.63021147247625	13.9018796249873	18.9548660944708	0.631362456505046	0.208045580290095
ACTL6A	65.6358125756738	86.6480986970478	76.2331830415968	43.2096125114088	11.7328189833854	18.3080110655283
ACTL6B	10.6619676766118	20.2476656749115	2.544134833331	16.9596170318949	72.5014554219961	72.1224678338995
ACTN1	179.466184244471	53.0508691335304	146.015167041533	144.717908569956	78.8150799870465	77.6010014482053
ACTN2	5.05364941897207	4.8137832609471	3.18016854166375	128.132400737294	43.6166230368902	42.0252072185991
ACTN4	188.957184372785	86.9458584863848	267.770191208088	149.643679693191	130.113279578082	120.389042461201
ACTR10	78.5164556069562	97.0200646922844	88.7721332915853	96.8319310681354	79.6568965957199	80.9990792596102
ACTR1A	188.525775276043	176.323421919021	149.28619754153	205.697708044932	334.148580105295	361.583218544184
ACTR1B	66.621890511083	51.7109500815142	70.5997416249353	64.6585399340994	81.9718922695718	80.5136395722666
ACTR2	234.440029143533	385.946313612223	252.141934374769	266.615155986701	285.481057416365	223.926392918905
ACTR3	186.676879147151	246.098465886976	237.876606916449	193.476807536654	206.19245558694	185.992748779345
ACTR3B	19.7831885791467	25.4088353567517	26.4408298749758	34.6674524622558	80.867007970688	70.9435428789223
ACTR3C	0.431409096741518	0.496266315561557	1.54465329166525	1.43408526372641	2.4728362879781	3.25938075787815
ACTR5	13.0655326441717	8.08914094365338	14.9922231249863	9.66448764685189	11.5749783692592	12.8988259779859
ACTR6	37.0395524488075	64.067981338997	36.8899550832995	55.679919152508	35.4089111023247	30.8600944096974
ACTR8	29.5823380622755	42.5300232436254	62.6038892916093	55.804622218919	49.5619528356461	57.3512316333027
ACVR1	31.4928640621308	18.4114803073338	28.5306549166405	29.3675721397886	30.9367603687472	37.5869015057438
ACVR1B	48.0096694802346	64.1176079705531	55.4257945832825	64.09737613525	128.903168203114	128.641517146042
ACVR1C	0.30814935481537	0.496266315561557	0	0.374109199232976	5.78748918462959	4.29960865932862
ACVR2A	33.0952407071707	44.0188221903101	15.628256833319	83.4263514289537	78.2363310685836	64.424781363166
ACVR2B	35.3755459328045	88.9805503801871	65.6023339166065	51.0035541620958	37.6712932381344	43.89761744121
ACVR2B-AS1	2.77334419333833	2.28282505158316	3.36189245833025	3.86579505874076	2.20976859776766	3.39807781140488
ACVRL1	0.123259741926148	0.942905999566958	2.907582666664	0.0623515332054961	0	0.13869705352673
ACYP1	9.2444806444611	24.9621956727463	8.359300166659	9.72683918005739	6.1557839509242	7.55898941720677
ACYP2	10.846857289501	12.2577779943705	7.8141284166595	17.5207808307444	20.4140527603298	19.764330127559
ADA	11.7096754829841	13.1510573623813	23.0789374166455	13.0314704399487	4.78783196182993	4.78504834667218
ADAL	26.3159549012326	36.7733339831114	26.8042777083088	23.25712188565	18.4147383147305	15.9501611555739
ADAM10	77.7152672844363	134.438544885626	120.755542624889	109.613995375262	85.6548399325179	87.3791437218397
ADAM11	9.2444806444611	10.6200991530173	17.3546340416508	13.9667434380311	44.090144879269	39.1819176213011
ADAM12	11.8329352249102	27.1457674612172	19.8987688749818	26.2499954795138	4.99828611399828	3.32872928464151
ADAM15	146.802352634042	38.9569057715822	95.1324703749128	102.318865990219	50.2985423682353	64.7021754702194
ADAM17	83.5084751549652	83.9682605930154	90.7710963749168	72.5148331179919	57.0330752376225	54.2305479289513
ADAM19	46.2224032223055	24.1681695678478	59.6963066249453	53.3105608906991	42.1434439717118	30.3746547223538
ADAM1A	10.7235975475749	6.79884852319333	5.815165333328	11.8467913090443	13.9952011191952	15.0486303076502
ADAM20P1	0.739558451556888	0.34738642089309	0.1817239166665	0.374109199232976	1.89408736951514	1.31762200850393
ADAM21	1.29422729022455	0.34738642089309	0.363447833333	1.68349139654839	0.210454152168349	0.277394107053459
ADAM22	35.4371758037675	89.9730830113103	23.8966950416448	68.2125773268127	81.0248485848142	83.9117173836715
ADAM23	48.8108578027546	38.2125062982399	28.712378833307	58.4233866135498	102.017650263607	84.951945285122
ADAM28	0.431409096741518	1.83618536757776	0.81775762499925	0.685866865260457	0.894430146715481	1.59501611555739
ADAM32	2.52682470948603	0.595519578673868	1.090343499999	1.12232759769893	2.4728362879781	2.14980432966431
ADAM33	3.14312341911677	0.69477284178618	4.361373999996	1.80819446295939	3.15681228252523	3.19003223111478
ADAM8	3.45127277393214	0.942905999566958	4.08878812499625	3.36698279309679	5.3139673422508	4.16091160580189
ADAM9	301.616588493284	127.54044309932	203.80337254148	250.15435122045	192.512935695997	156.034185217571
ADAMTS1	12.3876040635779	4.61527673472248	4.5430979166625	26.2499954795138	12.8903168203114	4.85439687343554
ADAMTS10	29.5207081913124	13.4488171517182	26.8042777083088	30.3651966710766	59.5059115256006	69.4872238168916
ADAMTS12	12.6957534183932	1.48879894668467	6.26947512499425	21.8230366219236	7.10282763568176	5.96397330164938
ADAMTS13	17.0714742567715	6.79884852319333	19.8079069166485	14.9643679693191	23.518251504813	24.8267725812846
ADAMTS14	6.47113645112277	1.24066578890389	0.5451717499995	10.6621121781398	1.57840614126261	2.49654696348114
ADAMTS15	5.9164676124551	3.37461094581859	8.81360995832526	29.7416813390216	17.520308168015	2.63524401700787
ADAMTS16	26.5624743850849	1.43917231512851	5.72430337499475	6.54691098657709	5.57703503246124	9.91683932716118
ADAMTS17	2.95823380622755	1.3399190520162	5.2699935833285	36.7250530580372	6.68191933134507	10.8183701750849
ADAMTS18	51.0911630283883	43.6218091378608	4.724821833329	1.24703066410992	0.157840614126261	0.277394107053459
ADAMTS19	2.40356496755988	11.7615116788089	10.3582632499905	2.05760059578137	5.15612672812454	1.94175874937422
ADAMTS2	6.47113645112277	8.88316704855187	11.993778499989	5.36223185567266	3.2620393586094	3.67547191845834
ADAMTS20	0.431409096741518	5.65743599740175	3.63447833333	0.748218398465953	0.631362456505046	0.970879374687108
ADAMTS3	16.3319158052146	12.108898099702	12.8115361249883	10.7868152445508	53.8762629550972	84.3278085442517
ADAMTS4	6.47113645112277	3.77162399826783	11.630330666656	9.22802691441342	2.42022274993601	3.81416897198507
ADAMTS5	2.46519483852296	40.7434645076038	5.72430337499475	12.3456035746882	5.68226210854541	2.21915285642768
ADAMTS6	42.9560200612626	6.69959526008102	5.72430337499475	26.7488077451578	28.5165376188112	29.1263812406132
ADAMTS7	28.9660393526448	15.2353758877398	38.525470333298	28.1828930088842	40.0915159880704	70.0420120309985
ADAMTS7P1	2.34193509659681	1.7865587360216	1.817239166665	2.24465519539786	2.36760921189392	5.06244245372563
ADAMTS8	1.17096754829841	2.87834463025703	5.9968892499945	2.55641286142534	2.68329044014644	2.35784990995441
ADAMTS9	36.4232537391767	16.3271617819752	17.6272199166505	45.6413223064231	10.9962294507962	9.29270258629089
ADAMTSL1	17.8726625792915	22.7786238842755	35.7996115833005	7.48218398465953	9.04952854323899	18.0306169584749
ADAMTSL2	0.677928580593814	0.69477284178618	3.36189245833025	1.43408526372641	2.15715505972557	1.73371316908412
ADAMTSL4	2.40356496755988	3.62274410359936	5.6334414166615	2.99287359386381	1.36795198909427	1.52566758879403
ADAP1	7.76536374134732	9.13130020633264	3.54361637499675	21.4489274226906	41.0911732108701	31.0681399899875
ADAP2	1.29422729022455	1.24066578890389	3.54361637499675	0.997624531287937	0.789203070631307	0.832182321160378
ADAR	412.365466613928	241.929828836259	369.081274749662	366.128202982673	412.858433016258	425.938651380587
ADARB1	26.9938834818264	39.8005585080369	54.3354510832835	39.7802781851065	45.3528697922791	32.5244590520181
ADARB2	5.36179877378744	8.08914094365338	16.8094622916513	5.98574718772762	3.05158520644105	2.84328959729796
ADAT1	11.8945650958733	13.8954568357236	14.9922231249863	22.3218488875676	19.7300767657827	25.3815607953915
ADAT2	17.2563638696607	31.9099240906081	26.2591059583093	18.3313507624158	9.99657222799656	7.42029236368004
ADAT3	4.19083122548903	0.794026104898491	4.361373999996	2.86817052745282	3.05158520644105	2.42719843671777
ADCK1	10.7852274185379	7.49362136497951	13.5384317916543	13.9043919048256	12.5746355920588	12.7601289244591
ADCK2	16.9482145148453	10.6200991530173	15.264808999986	15.712586367785	27.2011991677591	25.658954902445
ADCK3	33.5882796748753	24.4659293571848	63.5125088749418	32.4851488000634	10.4174805323333	12.4133862906423
ADCK4	51.0295331574252	24.5155559887409	39.252365999964	34.9168585950778	29.0952865372742	29.6811694547202
ADCK5	4.4989805803044	2.08431852535854	6.178613166661	3.99049812515175	9.62827746170195	8.66856584542061
ADCY1	32.6022017394661	80.9410360680899	75.960597166597	57.0516528830289	614.526124331578	722.195557713682
ADCY10P1	1.664006516003	1.53842557824083	0.63603370833275	1.37173373052091	4.41953719553532	6.86550414957312
ADCY2	67.2998190916768	24.8133157780778	2.7258587499975	79.18644717098	54.928533715939	54.4385935092414
ADCY3	48.0712993511977	19.75139935935	69.9637079166025	64.09737613525	51.4034266671191	46.3941644046911
ADCY4	0.30814935481537	0.297759789336934	2.08982504166475	0.187054599616488	0	0
ADCY5	14.7911690311378	16.9723079922052	4.63395987499575	21.5112789558961	119.169663665327	103.537350457704
ADCY6	82.3375076066668	54.7878012379959	99.7664302499086	68.5866865260457	90.9688072747687	92.9963743896723
ADCY7	9.2444806444611	3.82125062982399	6.08775120832775	26.1252924131029	11.5749783692592	6.03332182841274
ADCY8	14.0516105795809	5.85594252362637	0.45430979166625	26.8111592783633	26.0963148688752	21.9834829839867
ADCY9	30.814935481537	19.1558797806761	51.246144499953	39.094411319846	28.2008563905587	24.2026358404143
ADCYAP1	31.2463445782785	48.8326054512572	27.4403114166415	21.0124666902522	33.6200508088937	17.8225713781848
ADCYAP1R1	144.522047408408	137.813155831444	189.992354874826	196.095571931285	327.20359308374	246.811406750816
ADD1	376.31199210053	152.701145298291	180.088401416502	267.05161671914	496.145663736882	538.491310317528
ADD2	53.6796176088374	105.307712162162	66.147505666606	108.304613177947	454.160060379296	531.140366480612
ADD3	322.077705653025	264.807705983647	148.650163833197	190.047473210352	128.008738056398	134.882884554745
ADD3-AS1	4.00594161259981	1.68730547290929	0.999481541665751	1.30938219731542	1.73624675538888	0.693485267633649
